5/9/2024 2:09:18 PM - Start Exporting to json only
5/9/2024 2:09:18 PM - Start Exporting userInfo
5/9/2024 2:10:58 PM - The request was canceled due to the configured HttpClient.Timeout of 100 seconds elapsing.
5/9/2024 2:12:17 PM - Start Exporting to json only
5/9/2024 2:12:17 PM - Start Exporting userInfo
5/9/2024 2:18:24 PM - Start Exporting to json only
5/9/2024 2:18:24 PM - Start Exporting userInfo
5/9/2024 2:22:16 PM - Start Exporting to json only
5/9/2024 2:22:16 PM - Start Exporting userInfo
5/9/2024 2:27:53 PM - Start Exporting to json only
5/9/2024 2:27:53 PM - Start Exporting userInfo
5/9/2024 2:36:11 PM - Start Exporting to json only
5/9/2024 2:36:11 PM - Start Exporting userInfo
5/9/2024 2:42:25 PM - Start Exporting to json only
5/9/2024 2:42:25 PM - Start Exporting userInfo
5/9/2024 2:43:21 PM - Object reference not set to an instance of an object.
5/9/2024 2:47:19 PM - Start Exporting to json only
5/9/2024 2:47:19 PM - Start Exporting userInfo
5/9/2024 2:48:16 PM - Object reference not set to an instance of an object.
5/9/2024 2:48:36 PM - Start Exporting to json only
5/9/2024 2:48:36 PM - Start Exporting userInfo
5/9/2024 2:49:36 PM - Object reference not set to an instance of an object.
5/9/2024 2:50:59 PM - Start Exporting to json only
5/9/2024 2:50:59 PM - Start Exporting userInfo
5/9/2024 5:52:19 PM - Start Exporting to json only
5/9/2024 5:52:19 PM - Start Exporting userInfo
5/9/2024 5:54:37 PM - Start Exporting to json only
5/9/2024 5:54:37 PM - Start Exporting userInfo
5/9/2024 5:54:55 PM - Start Exporting to json only
5/9/2024 5:54:55 PM - Start Exporting userInfo
5/9/2024 5:55:38 PM - End Exporting userInfo
5/9/2024 5:55:38 PM - *******************************************************
5/9/2024 5:55:38 PM - Start Exporting AccountSummary
5/9/2024 5:55:38 PM - Start Exporting AccountSummary for All
5/9/2024 5:56:00 PM - End Exporting userInfo
5/9/2024 5:56:00 PM - *******************************************************
5/9/2024 5:56:00 PM - Start Exporting AccountSummary
5/9/2024 5:56:00 PM - Start Exporting AccountSummary for All
5/9/2024 5:57:03 PM - End Exporting AccountSummary for All
5/9/2024 5:57:03 PM - Start Exporting AccountSummary for PreviousDay
5/9/2024 5:57:33 PM - End Exporting AccountSummary for PreviousDay
5/9/2024 5:57:33 PM - Start Exporting AccountSummary for Last7Days
5/9/2024 5:57:40 PM - The request was canceled due to the configured HttpClient.Timeout of 100 seconds elapsing.
5/9/2024 5:58:15 PM - End Exporting AccountSummary for Last7Days
5/9/2024 5:58:15 PM - Start Exporting AccountSummary for Last30Days
5/9/2024 5:58:47 PM - End Exporting AccountSummary for Last30Days
5/9/2024 5:58:47 PM - Start Exporting AccountSummary for Last60Days
5/9/2024 5:59:29 PM - Start Exporting to json only
5/9/2024 5:59:29 PM - Start Exporting userInfo
5/9/2024 5:59:32 PM - End Exporting AccountSummary for Last60Days
5/9/2024 5:59:32 PM - Start Exporting AccountSummary for Last90Days
5/9/2024 6:00:42 PM - End Exporting AccountSummary for Last90Days
5/9/2024 6:00:42 PM - Start Exporting AccountSummary for Last180Days
5/9/2024 6:01:40 PM - End Exporting AccountSummary for Last180Days
5/9/2024 6:01:40 PM - Start Exporting AccountSummary for Last360Days
5/9/2024 6:02:41 PM - End Exporting AccountSummary for Last360Days
5/9/2024 6:02:41 PM - Start Exporting AccountSummary for PreviousFY
5/9/2024 6:03:37 PM - End Exporting AccountSummary for PreviousFY
5/9/2024 6:03:37 PM - Start Exporting AccountSummary for CurrentFY
5/9/2024 6:04:10 PM - End Exporting AccountSummary for CurrentFY
5/9/2024 6:04:10 PM - Start Exporting AccountSummary for FY2324
5/9/2024 6:05:13 PM - End Exporting AccountSummary for FY2324
5/9/2024 6:05:14 PM - Start Exporting AccountSummary for CurrentWeek
5/9/2024 6:05:26 PM - End Exporting AccountSummary for CurrentWeek
5/9/2024 6:05:26 PM - Start Exporting AccountSummary for CurrentMonth
5/9/2024 6:05:53 PM - End Exporting AccountSummary for CurrentMonth
5/9/2024 6:05:53 PM - Start Exporting AccountSummary for PreviousMonth
5/9/2024 6:06:31 PM - End Exporting AccountSummary for PreviousMonth
5/9/2024 6:06:31 PM - End Exporting AccountSummary
5/9/2024 6:06:32 PM - *******************************************************
5/9/2024 6:06:32 PM - ####################################################################
5/9/2024 6:06:32 PM - Start Exporting Detail Summary
5/9/2024 6:36:21 PM - End Exporting for gobitupan
5/9/2024 6:36:21 PM - Details Exporting for gohil_revin
5/9/2024 6:36:26 PM - End Exporting for gohil_revin
5/9/2024 6:36:26 PM - Details Exporting for gokulraj0077
5/9/2024 6:36:30 PM - End Exporting for gokulraj0077
5/9/2024 6:36:30 PM - Details Exporting for hemantrc
5/9/2024 6:36:36 PM - End Exporting for hemantrc
5/9/2024 6:36:36 PM - Details Exporting for i_sparsh
5/9/2024 6:36:41 PM - End Exporting for i_sparsh
5/9/2024 6:36:41 PM - Details Exporting for iamchetanbansal
5/9/2024 6:36:45 PM - End Exporting for iamchetanbansal
5/9/2024 6:36:45 PM - Details Exporting for ikigaitrader_
5/9/2024 6:36:50 PM - End Exporting for ikigaitrader_
5/9/2024 6:36:50 PM - Details Exporting for imraja19
5/9/2024 6:36:54 PM - End Exporting for imraja19
5/9/2024 6:36:54 PM - Details Exporting for imrjsh_1
5/9/2024 6:36:59 PM - End Exporting for imrjsh_1
5/9/2024 6:36:59 PM - Details Exporting for imrjsh_2
5/9/2024 6:37:03 PM - End Exporting for imrjsh_2
5/9/2024 6:37:03 PM - Details Exporting for indianguy275
5/9/2024 6:37:10 PM - End Exporting for indianguy275
5/9/2024 6:37:10 PM - Details Exporting for indianguy275_2
5/9/2024 6:37:14 PM - End Exporting for indianguy275_2
5/9/2024 6:37:14 PM - Details Exporting for indianguy275_3
5/9/2024 6:37:18 PM - End Exporting for indianguy275_3
5/9/2024 6:37:18 PM - Details Exporting for invesify
5/9/2024 6:37:21 PM - End Exporting for invesify
5/9/2024 6:37:21 PM - Details Exporting for itjegan
5/9/2024 6:37:25 PM - End Exporting for itjegan
5/9/2024 6:37:25 PM - Details Exporting for itsheena
5/9/2024 6:37:29 PM - End Exporting for itsheena
5/9/2024 6:37:29 PM - Details Exporting for jatinag181080
5/9/2024 6:37:33 PM - End Exporting for jatinag181080
5/9/2024 6:37:33 PM - Details Exporting for jayrajp001
5/9/2024 6:37:36 PM - End Exporting for jayrajp001
5/9/2024 6:37:36 PM - Details Exporting for jd_optiontrader
5/9/2024 6:37:40 PM - End Exporting for jd_optiontrader
5/9/2024 6:37:40 PM - Details Exporting for jebastin_rajwin
5/9/2024 6:37:48 PM - End Exporting for jebastin_rajwin
5/9/2024 6:37:48 PM - Details Exporting for jinalca
5/9/2024 6:37:58 PM - End Exporting for jinalca
5/9/2024 6:37:58 PM - Details Exporting for joydeep_cmc
5/9/2024 6:38:06 PM - End Exporting for joydeep_cmc
5/9/2024 6:38:06 PM - Details Exporting for kadali_arun
5/9/2024 6:38:10 PM - End Exporting for kadali_arun
5/9/2024 6:38:10 PM - Details Exporting for kallichara
5/9/2024 6:38:15 PM - End Exporting for kallichara
5/9/2024 6:38:15 PM - Details Exporting for karthik_naik7
5/9/2024 6:38:18 PM - End Exporting for karthik_naik7
5/9/2024 6:38:18 PM - Details Exporting for keerthanbs
5/9/2024 6:38:23 PM - End Exporting for keerthanbs
5/9/2024 6:38:23 PM - Details Exporting for keerthivas41024
5/9/2024 6:38:27 PM - End Exporting for keerthivas41024
5/9/2024 6:38:27 PM - Details Exporting for khanzubare
5/9/2024 6:38:35 PM - End Exporting for khanzubare
5/9/2024 6:38:35 PM - Details Exporting for kini_aditya
5/9/2024 6:38:48 PM - End Exporting for kini_aditya
5/9/2024 6:38:48 PM - Details Exporting for kitta08
5/9/2024 6:39:02 PM - End Exporting for kitta08
5/9/2024 6:39:02 PM - Details Exporting for koumaresan
5/9/2024 6:39:14 PM - End Exporting for koumaresan
5/9/2024 6:39:14 PM - Details Exporting for krishivmewani
5/9/2024 6:39:25 PM - End Exporting for krishivmewani
5/9/2024 6:39:25 PM - Details Exporting for krishstocks
5/9/2024 6:39:35 PM - End Exporting for krishstocks
5/9/2024 6:39:35 PM - Details Exporting for krishveluchamy
5/9/2024 6:39:43 PM - End Exporting for krishveluchamy
5/9/2024 6:39:43 PM - Details Exporting for kultarsingh_
5/9/2024 6:39:56 PM - End Exporting for kultarsingh_
5/9/2024 6:39:56 PM - Details Exporting for kumar15550kumar
5/9/2024 6:40:02 PM - End Exporting for kumar15550kumar
5/9/2024 6:40:02 PM - Details Exporting for kumudpatel_
5/9/2024 6:40:11 PM - End Exporting for kumudpatel_
5/9/2024 6:40:11 PM - Details Exporting for maaheshhh
5/9/2024 6:40:24 PM - End Exporting for maaheshhh
5/9/2024 6:40:24 PM - Details Exporting for madmax14860379
5/9/2024 6:40:32 PM - End Exporting for madmax14860379
5/9/2024 6:40:32 PM - Details Exporting for manik_a1997
5/9/2024 6:40:45 PM - End Exporting for manik_a1997
5/9/2024 6:40:45 PM - Details Exporting for maniofmind
5/9/2024 6:40:57 PM - End Exporting for maniofmind
5/9/2024 6:40:57 PM - Details Exporting for mannarnitin
5/9/2024 6:41:09 PM - End Exporting for mannarnitin
5/9/2024 6:41:09 PM - Details Exporting for market_data_guy
5/9/2024 6:41:18 PM - End Exporting for market_data_guy
5/9/2024 6:41:18 PM - Details Exporting for market_hound
5/9/2024 6:41:31 PM - End Exporting for market_hound
5/9/2024 6:41:31 PM - Details Exporting for meetb35
5/9/2024 6:41:44 PM - End Exporting for meetb35
5/9/2024 6:41:44 PM - Details Exporting for meetpsush
5/9/2024 6:41:56 PM - End Exporting for meetpsush
5/9/2024 6:41:56 PM - Details Exporting for megabaggers
5/9/2024 6:42:08 PM - End Exporting for megabaggers
5/9/2024 6:42:08 PM - Details Exporting for megatronus07
5/9/2024 6:42:18 PM - End Exporting for megatronus07
5/9/2024 6:42:18 PM - Details Exporting for mochumrudul
5/9/2024 6:42:28 PM - End Exporting for mochumrudul
5/9/2024 6:42:28 PM - Details Exporting for mohak_92
5/9/2024 6:42:37 PM - End Exporting for mohak_92
5/9/2024 6:42:37 PM - Details Exporting for mohak_92_1
5/9/2024 6:42:46 PM - End Exporting for mohak_92_1
5/9/2024 6:42:46 PM - Details Exporting for mohak_92_3
5/9/2024 6:42:55 PM - End Exporting for mohak_92_3
5/9/2024 6:42:55 PM - Details Exporting for mokshansh_llp
5/9/2024 6:43:08 PM - End Exporting for mokshansh_llp
5/9/2024 6:43:08 PM - Details Exporting for moneykicksass
5/9/2024 6:43:16 PM - End Exporting for moneykicksass
5/9/2024 6:43:16 PM - Details Exporting for moneyversefin
5/9/2024 6:43:25 PM - End Exporting for moneyversefin
5/9/2024 6:43:25 PM - Details Exporting for monkeystrader
5/9/2024 6:43:37 PM - End Exporting for monkeystrader
5/9/2024 6:43:37 PM - Details Exporting for mr_jdpatel
5/9/2024 6:43:49 PM - End Exporting for mr_jdpatel
5/9/2024 6:43:49 PM - Details Exporting for mrajekbal
5/9/2024 6:43:55 PM - End Exporting for mrajekbal
5/9/2024 6:43:55 PM - Details Exporting for nareshgurbani7
5/9/2024 6:43:58 PM - End Exporting for nareshgurbani7
5/9/2024 6:43:58 PM - Details Exporting for naveengummadi
5/9/2024 6:44:00 PM - End Exporting for naveengummadi
5/9/2024 6:44:00 PM - Details Exporting for nayhedge
5/9/2024 6:44:02 PM - End Exporting for nayhedge
5/9/2024 6:44:02 PM - Details Exporting for niteshg1105
5/9/2024 6:44:04 PM - End Exporting for niteshg1105
5/9/2024 6:44:04 PM - Details Exporting for nitinagrawal65
5/9/2024 6:44:07 PM - End Exporting for nitinagrawal65
5/9/2024 6:44:07 PM - Details Exporting for nitinrparab
5/9/2024 6:44:09 PM - End Exporting for nitinrparab
5/9/2024 6:44:09 PM - Details Exporting for nomadtrader_wip
5/9/2024 6:44:11 PM - End Exporting for nomadtrader_wip
5/9/2024 6:44:11 PM - Details Exporting for optionchandru
5/9/2024 6:44:13 PM - End Exporting for optionchandru
5/9/2024 6:44:13 PM - Details Exporting for optionseller8
5/9/2024 6:44:15 PM - End Exporting for optionseller8
5/9/2024 6:44:15 PM - Details Exporting for optionstories
5/9/2024 6:44:17 PM - End Exporting for optionstories
5/9/2024 6:44:17 PM - Details Exporting for optionstories_fmly
5/9/2024 6:44:19 PM - End Exporting for optionstories_fmly
5/9/2024 6:44:19 PM - Details Exporting for pankaj3038
5/9/2024 6:44:21 PM - End Exporting for pankaj3038
5/9/2024 6:44:21 PM - Details Exporting for pankaj_agr_18
5/9/2024 6:44:24 PM - End Exporting for pankaj_agr_18
5/9/2024 6:44:24 PM - Details Exporting for parpellawealth
5/9/2024 6:44:25 PM - End Exporting for parpellawealth
5/9/2024 6:44:25 PM - Details Exporting for pddkrishna
5/9/2024 6:44:28 PM - End Exporting for pddkrishna
5/9/2024 6:44:28 PM - Details Exporting for prabalpaul
5/9/2024 6:44:30 PM - End Exporting for prabalpaul
5/9/2024 6:44:30 PM - Details Exporting for pradeepchungath
5/9/2024 6:44:33 PM - End Exporting for pradeepchungath
5/9/2024 6:44:33 PM - Details Exporting for pragmatict6330
5/9/2024 6:44:35 PM - End Exporting for pragmatict6330
5/9/2024 6:44:35 PM - Details Exporting for prashantpujari5
5/9/2024 6:44:38 PM - End Exporting for prashantpujari5
5/9/2024 6:44:38 PM - Details Exporting for praveen56485435
5/9/2024 6:44:41 PM - End Exporting for praveen56485435
5/9/2024 6:44:41 PM - Details Exporting for praveenbha48681
5/9/2024 6:44:43 PM - End Exporting for praveenbha48681
5/9/2024 6:44:43 PM - Details Exporting for prernarjit
5/9/2024 6:44:45 PM - End Exporting for prernarjit
5/9/2024 6:44:45 PM - Details Exporting for pritesh_kakani
5/9/2024 6:44:47 PM - End Exporting for pritesh_kakani
5/9/2024 6:44:47 PM - Details Exporting for pritpal94974525
5/9/2024 6:44:48 PM - End Exporting for pritpal94974525
5/9/2024 6:44:48 PM - Details Exporting for priyanshu_107
5/9/2024 6:44:51 PM - End Exporting for priyanshu_107
5/9/2024 6:44:51 PM - Details Exporting for professorlife3
5/9/2024 6:44:53 PM - End Exporting for professorlife3
5/9/2024 6:44:53 PM - Details Exporting for profitbuddy_in
5/9/2024 6:44:56 PM - End Exporting for profitbuddy_in
5/9/2024 6:44:56 PM - Details Exporting for projectwealth7
5/9/2024 6:44:58 PM - End Exporting for projectwealth7
5/9/2024 6:44:58 PM - Details Exporting for pruthvikav
5/9/2024 6:45:00 PM - End Exporting for pruthvikav
5/9/2024 6:45:00 PM - Details Exporting for quatltd
5/9/2024 6:45:03 PM - End Exporting for quatltd
5/9/2024 6:45:03 PM - Details Exporting for rahul1_0
5/9/2024 6:45:06 PM - End Exporting for rahul1_0
5/9/2024 6:45:06 PM - Details Exporting for rahullkkr
5/9/2024 6:45:08 PM - End Exporting for rahullkkr
5/9/2024 6:45:08 PM - Details Exporting for rajeshk17264482
5/9/2024 6:45:10 PM - End Exporting for rajeshk17264482
5/9/2024 6:45:10 PM - Details Exporting for ramangogo
5/9/2024 6:45:13 PM - End Exporting for ramangogo
5/9/2024 6:45:13 PM - Details Exporting for ramanmaken
5/9/2024 6:45:15 PM - End Exporting for ramanmaken
5/9/2024 6:45:15 PM - Details Exporting for rameshg2079
5/9/2024 6:45:18 PM - End Exporting for rameshg2079
5/9/2024 6:45:18 PM - Details Exporting for raut__naval
5/9/2024 6:45:22 PM - End Exporting for raut__naval
5/9/2024 6:45:22 PM - Details Exporting for readdmarket
5/9/2024 6:45:25 PM - End Exporting for readdmarket
5/9/2024 6:45:25 PM - Details Exporting for realrsofficial
5/9/2024 6:45:27 PM - End Exporting for realrsofficial
5/9/2024 6:45:27 PM - Details Exporting for realuanand
5/9/2024 6:45:28 PM - End Exporting for realuanand
5/9/2024 6:45:28 PM - Details Exporting for renukadevi48813
5/9/2024 6:45:31 PM - End Exporting for renukadevi48813
5/9/2024 6:45:31 PM - Details Exporting for roxstaraj
5/9/2024 6:45:33 PM - End Exporting for roxstaraj
5/9/2024 6:45:33 PM - Details Exporting for saiksekar
5/9/2024 6:45:36 PM - End Exporting for saiksekar
5/9/2024 6:45:37 PM - Details Exporting for sakthimaharai
5/9/2024 6:45:39 PM - End Exporting for sakthimaharai
5/9/2024 6:45:39 PM - Details Exporting for sam1nitb
5/9/2024 6:45:43 PM - End Exporting for sam1nitb
5/9/2024 6:45:43 PM - Details Exporting for samvedsinho
5/9/2024 6:45:47 PM - End Exporting for samvedsinho
5/9/2024 6:45:47 PM - Details Exporting for sanket_thai
5/9/2024 6:45:51 PM - End Exporting for sanket_thai
5/9/2024 6:45:51 PM - Details Exporting for sathiya6
5/9/2024 6:45:54 PM - End Exporting for sathiya6
5/9/2024 6:45:54 PM - Details Exporting for satish_v_kumar
5/9/2024 6:45:59 PM - End Exporting for satish_v_kumar
5/9/2024 6:45:59 PM - Details Exporting for satyayasv
5/9/2024 6:46:02 PM - End Exporting for satyayasv
5/9/2024 6:46:02 PM - Details Exporting for save_tejass
5/9/2024 6:46:06 PM - End Exporting for save_tejass
5/9/2024 6:46:06 PM - Details Exporting for scalperpanda
5/9/2024 6:46:10 PM - End Exporting for scalperpanda
5/9/2024 6:46:10 PM - Details Exporting for senthil20730816
5/9/2024 6:46:13 PM - End Exporting for senthil20730816
5/9/2024 6:46:13 PM - Details Exporting for shanbhogue
5/9/2024 6:46:17 PM - End Exporting for shanbhogue
5/9/2024 6:46:17 PM - Details Exporting for shashan88224475
5/9/2024 6:46:18 PM - End Exporting for shashan88224475
5/9/2024 6:46:18 PM - Details Exporting for shreyanshdaga
5/9/2024 6:46:22 PM - End Exporting for shreyanshdaga
5/9/2024 6:46:22 PM - Details Exporting for sid19247755
5/9/2024 6:46:25 PM - End Exporting for sid19247755
5/9/2024 6:46:25 PM - Details Exporting for sigmamvasa
5/9/2024 6:46:30 PM - End Exporting for sigmamvasa
5/9/2024 6:46:30 PM - Details Exporting for sjain_13
5/9/2024 6:46:35 PM - End Exporting for sjain_13
5/9/2024 6:46:35 PM - Details Exporting for sk_v55
5/9/2024 6:46:40 PM - End Exporting for sk_v55
5/9/2024 6:46:40 PM - Details Exporting for skandira
5/9/2024 6:46:43 PM - End Exporting for skandira
5/9/2024 6:46:43 PM - Details Exporting for skeserw
5/9/2024 6:46:46 PM - End Exporting for skeserw
5/9/2024 6:46:46 PM - Details Exporting for skghodki
5/9/2024 6:46:49 PM - End Exporting for skghodki
5/9/2024 6:46:49 PM - Details Exporting for skghodki_2
5/9/2024 6:46:53 PM - End Exporting for skghodki_2
5/9/2024 6:46:53 PM - Details Exporting for snipertradersin
5/9/2024 6:46:57 PM - End Exporting for snipertradersin
5/9/2024 6:46:57 PM - Details Exporting for sombusiva
5/9/2024 6:47:02 PM - End Exporting for sombusiva
5/9/2024 6:47:02 PM - Details Exporting for srinivega
5/9/2024 6:47:05 PM - End Exporting for srinivega
5/9/2024 6:47:05 PM - Details Exporting for sthita1999
5/9/2024 6:47:09 PM - End Exporting for sthita1999
5/9/2024 6:47:09 PM - Details Exporting for sthita1999_1
5/9/2024 6:47:12 PM - End Exporting for sthita1999_1
5/9/2024 6:47:12 PM - Details Exporting for stockmints
5/9/2024 6:47:15 PM - End Exporting for stockmints
5/9/2024 6:47:15 PM - Details Exporting for sudhakararaveeti
5/9/2024 6:47:17 PM - End Exporting for sudhakararaveeti
5/9/2024 6:47:17 PM - Details Exporting for sujtchanda1247
5/9/2024 6:47:20 PM - End Exporting for sujtchanda1247
5/9/2024 6:47:20 PM - Details Exporting for sumanse10438645
5/9/2024 6:47:22 PM - End Exporting for sumanse10438645
5/9/2024 6:47:22 PM - Details Exporting for surendratest
5/9/2024 6:47:24 PM - End Exporting for surendratest
5/9/2024 6:47:24 PM - Details Exporting for suryabiswas_
5/9/2024 6:47:28 PM - End Exporting for suryabiswas_
5/9/2024 6:47:28 PM - Details Exporting for suvam___
5/9/2024 6:47:31 PM - End Exporting for suvam___
5/9/2024 6:47:31 PM - Details Exporting for swatimaheshwari
5/9/2024 6:47:33 PM - End Exporting for swatimaheshwari
5/9/2024 6:47:33 PM - Details Exporting for tamiltrade123
5/9/2024 6:47:36 PM - End Exporting for tamiltrade123
5/9/2024 6:47:36 PM - Details Exporting for tatvamasi2020
5/9/2024 6:47:39 PM - End Exporting for tatvamasi2020
5/9/2024 6:47:39 PM - Details Exporting for tdr8484
5/9/2024 6:47:41 PM - End Exporting for tdr8484
5/9/2024 6:47:42 PM - Details Exporting for technicalrooney
5/9/2024 6:47:45 PM - End Exporting for technicalrooney
5/9/2024 6:47:45 PM - Details Exporting for test1001
5/9/2024 6:47:50 PM - End Exporting for test1001
5/9/2024 6:47:50 PM - Details Exporting for test1001a
5/9/2024 6:47:54 PM - End Exporting for test1001a
5/9/2024 6:47:54 PM - Details Exporting for testsurendra
5/9/2024 6:47:59 PM - End Exporting for testsurendra
5/9/2024 6:47:59 PM - Details Exporting for theh0nesttrader
5/9/2024 6:48:03 PM - End Exporting for theh0nesttrader
5/9/2024 6:48:03 PM - Details Exporting for thelogicaltrade
5/9/2024 6:48:06 PM - End Exporting for thelogicaltrade
5/9/2024 6:48:06 PM - Details Exporting for themoneyminter
5/9/2024 6:48:09 PM - End Exporting for themoneyminter
5/9/2024 6:48:09 PM - Details Exporting for theoptionstradr
5/9/2024 6:48:12 PM - End Exporting for theoptionstradr
5/9/2024 6:48:12 PM - Details Exporting for thetamerabhai
5/9/2024 6:48:15 PM - End Exporting for thetamerabhai
5/9/2024 6:48:16 PM - Details Exporting for thinkwiseearnw1
5/9/2024 6:48:18 PM - End Exporting for thinkwiseearnw1
5/9/2024 6:48:18 PM - Details Exporting for trad4systematic
5/9/2024 6:48:22 PM - End Exporting for trad4systematic
5/9/2024 6:48:22 PM - Details Exporting for tradeandtequila
5/9/2024 6:48:26 PM - End Exporting for tradeandtequila
5/9/2024 6:48:26 PM - Details Exporting for tradecpr
5/9/2024 6:48:29 PM - End Exporting for tradecpr
5/9/2024 6:48:30 PM - Details Exporting for trader_vishnu
5/9/2024 6:48:33 PM - End Exporting for trader_vishnu
5/9/2024 6:48:33 PM - Details Exporting for traderbybirth
5/9/2024 6:48:35 PM - End Exporting for traderbybirth
5/9/2024 6:48:35 PM - Details Exporting for traderhousehq
5/9/2024 6:48:40 PM - End Exporting for traderhousehq
5/9/2024 6:48:40 PM - Details Exporting for traderight61099
5/9/2024 6:48:43 PM - End Exporting for traderight61099
5/9/2024 6:48:43 PM - Details Exporting for trading_wise
5/9/2024 6:48:49 PM - End Exporting for trading_wise
5/9/2024 6:48:49 PM - Details Exporting for tradingddos
5/9/2024 6:48:50 PM - End Exporting for tradingddos
5/9/2024 6:48:50 PM - Details Exporting for tradingscans
5/9/2024 6:48:54 PM - End Exporting for tradingscans
5/9/2024 6:48:54 PM - Details Exporting for tradingvoyage7
5/9/2024 6:48:56 PM - End Exporting for tradingvoyage7
5/9/2024 6:48:56 PM - Details Exporting for tradingwithfun1
5/9/2024 6:48:59 PM - End Exporting for tradingwithfun1
5/9/2024 6:48:59 PM - Details Exporting for trend_trader_
5/9/2024 6:49:03 PM - End Exporting for trend_trader_
5/9/2024 6:49:03 PM - Details Exporting for tribhavc
5/9/2024 6:49:06 PM - End Exporting for tribhavc
5/9/2024 6:49:06 PM - Details Exporting for truthseekerperi
5/9/2024 6:49:08 PM - End Exporting for truthseekerperi
5/9/2024 6:49:08 PM - Details Exporting for ultraneo87
5/9/2024 6:49:10 PM - End Exporting for ultraneo87
5/9/2024 6:49:10 PM - Details Exporting for univercellcare1
5/9/2024 6:49:13 PM - End Exporting for univercellcare1
5/9/2024 6:49:13 PM - Details Exporting for uttamkamlesh
5/9/2024 6:49:16 PM - End Exporting for uttamkamlesh
5/9/2024 6:49:16 PM - Details Exporting for vaishu08chauhan
5/9/2024 6:49:20 PM - End Exporting for vaishu08chauhan
5/9/2024 6:49:20 PM - Details Exporting for vijayinvites
5/9/2024 6:49:24 PM - End Exporting for vijayinvites
5/9/2024 6:49:24 PM - Details Exporting for vijayinvites1
5/9/2024 6:49:29 PM - End Exporting for vijayinvites1
5/9/2024 6:49:29 PM - Details Exporting for vijaynyamati
5/9/2024 6:49:33 PM - End Exporting for vijaynyamati
5/9/2024 6:49:33 PM - Details Exporting for vijju5857
5/9/2024 6:49:38 PM - End Exporting for vijju5857
5/9/2024 6:49:38 PM - Details Exporting for vishalshaw62
5/9/2024 6:49:41 PM - End Exporting for vishalshaw62
5/9/2024 6:49:41 PM - Details Exporting for vishudhkothari
5/9/2024 6:49:44 PM - End Exporting for vishudhkothari
5/9/2024 6:49:44 PM - Details Exporting for vivekiitv
5/9/2024 6:49:47 PM - End Exporting for vivekiitv
5/9/2024 6:49:47 PM - Details Exporting for yadudots_1
5/9/2024 6:49:51 PM - End Exporting for yadudots_1
5/9/2024 6:49:51 PM - Details Exporting for yadudots_2
5/9/2024 6:49:55 PM - End Exporting for yadudots_2
5/9/2024 6:49:55 PM - Details Exporting for yuvrajmane04
5/9/2024 6:50:00 PM - End Exporting for yuvrajmane04
5/9/2024 6:50:00 PM - Details Exporting for zerodramatrader
5/9/2024 6:50:03 PM - End Exporting for zerodramatrader
5/9/2024 6:50:03 PM - ####################################################################
5/9/2024 6:50:03 PM - Start Exporting Detail Summary
5/9/2024 6:50:03 PM - End Exporting to json only
